SEXO,DT_NASCIMENTO,NACIONALIDADE_ITEM,NACIONALIDADE,CIDADE_NATURAL,ESTADO_CIVIL,CRA,BAIRRO,CIDADE,ESTADO,FORMA_INGRESSO,FORMA_EVASAO,NUM_VERSAO,PERIODO_INGRESSO,DT_EVASAO,PERIODO_EVASAO,PERIODO_EVASAO_FORMATADO,ANO_PERIODO_EVASAO,PERIODO_INGRESSO_FORMATADO,ANO_PERIODO_INGRESSO,ZONA,IDADE_INGRESSO,IDADE_EVASAO,FORMA_INGRESSO_SIMPLES,FORMA_EVASAO_DETALHADA,STATUS_EVASAO,CRA_ARREDONDADO,TEMPO_CURSO,DISTANCIA_URCA
M,2001-12-17,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.2454,santa cruz,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,2.0,2023-02-13,2.0,2022.2,2022.0,2021.2,2021.0,Zona Oeste,19.0,20.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,9.0,1.0,53.03
M,2002-12-17,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5941,padre miguel,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,1.0,2021-11-24,2.0,2021.2,2021.0,2021.1,2021.0,Zona Oeste,18.0,18.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,8.5,0.5,29.97
M,1996-01-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.7716,leblon,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2019-05-20,2.0,2018.2,2018.0,2014.2,2014.0,Zona Sul,18.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,4.0,6.69
M,1987-02-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),2.2691,guaratiba,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2017-04-25,1.0,2017.1,2017.0,2011.1,2011.0,Zona Oeste,23.0,29.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,2.5,6.0,42.95
M,1999-03-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.9865,tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2019.1,2019.0,Zona Norte,19.0,,Ampla Concorrencia,Sem evasão,Cursando,5.0,,7.39
M,2005-03-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5,todos os santos,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2023.1,2023.0,Zona Norte,17.0,,Ampla Concorrencia,Sem evasão,Cursando,8.5,,13.7
M,1990-04-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.505,iraja,rio de janeiro,Rio de Janeiro,VE - Vestibular,JUB - Jubilamento,2008/1,2.0,2013-08-23,1.0,2013.1,2013.0,2008.2,2008.0,Zona Norte,18.0,22.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,3.5,4.5,20.68
M,1991-04-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.7905,rio de janeiro,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2019-11-22,2.0,2018.2,2018.0,2015.1,2015.0,Outros,23.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.0,3.5,6.39
M,1989-05-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2008-12-19,2.0,2008.2,2008.0,2008.1,2008.0,Zona Norte,18.0,19.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,0.5,7.39
M,1991-05-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.2466,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2014-02-19,1.0,2014.1,2014.0,2009.1,2009.0,Zona Norte,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,5.0,7.39
M,1987-06-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.3456,copacabana,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2017-04-25,1.0,2017.1,2017.0,2011.2,2011.0,Zona Sul,24.0,29.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,3.5,5.51,2.59
M,1981-07-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6118,benfica,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2018-03-23,2.0,2017.2,2017.0,2012.1,2012.0,Zona Norte,30.0,35.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.5,10.1
M,1988-07-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.3088,laranjeiras,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2018-03-23,2.0,2017.2,2017.0,2013.2,2013.0,Zona Sul,24.0,28.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.0,2.99
M,1989-07-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2009-04-17,1.0,2009.1,2009.0,2007.1,2007.0,Zona Sul,17.0,19.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,2.0,1.37
F,1989-07-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.3148,copacabana,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2015-10-27,2.0,2015.2,2015.0,2008.2,2008.0,Zona Sul,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,7.0,2.59
M,1993-07-18,1,Brasileira,NITERÓI,Solteiro(a),8.3718,rio do ouro,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2017-03-10,1.0,2017.1,2017.0,2011.2,2011.0,Outros,17.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,5.51,18.17
M,2002-07-18,1,Brasileira,JOÃO PESSOA,Solteiro(a),6.674,centro,nilopolis,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,2.0,,,,,2021.2,2021.0,Centro,18.0,,Cotas,Sem evasão,Cursando,6.5,,23.57
M,1988-08-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.4644,mutando,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,1.0,2015-10-22,2.0,2015.2,2015.0,2008.1,2008.0,Outros,19.0,26.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,4.5,7.5,
M,1991-08-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.9516,coelho neto,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2017-02-13,1.0,2017.1,2017.0,2010.1,2010.0,Zona Norte,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,7.0,23.06
M,1992-08-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.4867,bonsucesso,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2016-02-23,1.0,2016.1,2016.0,2010.1,2010.0,Zona Norte,17.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,6.0,13.11
M,1992-08-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.0715,engenho da rainha,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,JUB - Jubilamento,2008/1,2.0,2017-06-12,1.0,2017.1,2017.0,2013.2,2013.0,Zona Norte,20.0,24.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,5.0,3.5,16.4
F,1994-08-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.6723,cidade de deus,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2022-06-23,2.0,2020.2,2020.0,2013.2,2013.0,Zona Oeste,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,7.0,20.0
M,1993-09-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.8725,taua,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Norte,24.0,,Ampla Concorrencia,Sem evasão,Cursando,7.0,,17.42
M,1995-09-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.8954,icarai,niteroi,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,1.0,2018-10-18,2.0,2018.2,2018.0,2018.1,2018.0,Niterói/São Gonçalo,22.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,6.0,0.5,8.44
M,2002-09-18,1,Brasileira,PRESIDENTE PRUDENTE,Solteiro(a),2.3547,barra da tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2021.2,2021.0,Zona Oeste,18.0,,Ampla Concorrencia,Sem evasão,Cursando,2.5,,20.93
F,1983-10-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.0181,vila da penha,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2014-02-26,1.0,2014.1,2014.0,2006.2,2006.0,Zona Norte,22.0,30.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,7.5,19.04
M,1984-10-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.422,centro,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2010-02-24,1.0,2010.1,2010.0,2005.2,2005.0,Centro,20.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.5,23.57
M,1988-10-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.9693,agua santa,rio de janeiro,Rio de Janeiro,VE - Vestibular,JUB - Jubilamento,2008/1,1.0,2013-08-23,1.0,2013.1,2013.0,2008.1,2008.0,Zona Norte,19.0,24.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,2.0,5.0,15.53
F,1988-10-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,itaipu,niteroi,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2013-08-23,1.0,2013.1,2013.0,2012.1,2012.0,Niterói/São Gonçalo,23.0,24.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,1.0,14.14
M,1989-10-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.7189,taquara,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2016-02-23,1.0,2016.1,2016.0,2010.2,2010.0,Zona Oeste,20.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.5,22.51
M,1991-10-18,1,Brasileira,MANHUMIRIM,Solteiro(a),8.0557,tijuca,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2016-02-23,1.0,2016.1,2016.0,2010.2,2010.0,Zona Norte,18.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,5.5,7.39
M,1996-10-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5493,sepetiba,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",CON - Curso concluído,2008/1,1.0,2020-10-22,2.0,2019.2,2019.0,2016.1,2016.0,Zona Oeste,19.0,22.0,Cotas,CON - Curso concluído,Concluído,8.5,3.5,53.98
M,1996-10-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.8512,grajaú,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2016.2,2016.0,Zona Norte,19.0,,Ampla Concorrencia,Sem evasão,Cursando,7.0,,10.5
M,1987-11-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.11,laranjeiras,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2005/2,1.0,2009-08-08,2.0,2009.2,2009.0,2007.1,2007.0,Zona Sul,19.0,21.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,4.0,2.5,2.99
M,1997-11-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.1923,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,2.0,2019-05-20,1.0,2019.1,2019.0,2016.2,2016.0,Zona Sul,18.0,21.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.0,2.5,1.37
M,1999-11-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.6488,jacarepagua,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,1.0,,,,,2019.1,2019.0,Zona Oeste,19.0,,Cotas,Sem evasão,Cursando,8.5,,20.9
M,1985-12-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,1.0,2019-10-21,2.0,2019.2,2019.0,2018.1,2018.0,Zona Oeste,32.0,33.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,1.49,31.12
M,1990-12-18,1,Brasileira,CURITIBA,Solteiro(a),0.0,cidade nova,belo horizonte,Rio de Janeiro,SISU Ampla Concorrencia,JUB - Jubilamento,2008/1,2.0,2016-06-24,1.0,2016.1,2016.0,2015.2,2015.0,Centro,24.0,25.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,0.5,348.3
M,1993-12-18,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.9222,meier,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,2.0,2015-02-03,1.0,2015.1,2015.0,2013.2,2013.0,Zona Norte,19.0,21.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,1.0,1.5,12.84
M,1989-01-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.0353,ipanema,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2022-06-23,2.0,2021.2,2021.0,2015.1,2015.0,Zona Sul,25.0,32.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,6.5,4.83
F,1990-01-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6941,vila isabel,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2015-03-17,1.0,2015.1,2015.0,2008.2,2008.0,Zona Norte,18.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,6.5,9.45
M,1991-01-19,1,Brasileira,RIO DE JANEIRO,Casado(a),5.1447,tijuca,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2017-08-30,2.0,2017.2,2017.0,2010.1,2010.0,Zona Norte,18.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.0,7.5,7.39
M,1993-01-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.5865,sulacap,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2016-06-24,1.0,2016.1,2016.0,2011.2,2011.0,Outros,18.0,22.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,1.5,4.5,23.97
M,1998-01-19,1,Brasileira,NILOPOLIS,Solteiro(a),7.5886,santa teresinha,mesquita,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2019.2,2019.0,Baixada Fluminense,21.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,33.11
M,2002-01-19,1,Brasileira,BELEM,Solteiro(a),7.9578,sao bras,belem,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2020.2,2020.0,Outros,18.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,
M,1990-02-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6396,tijuca,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2017-04-06,1.0,2017.1,2017.0,2010.1,2010.0,Zona Norte,19.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,7.0,7.39
M,1991-02-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.576,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2016.1,2016.0,Zona Sul,24.0,,Ampla Concorrencia,Sem evasão,Cursando,4.5,,2.59
M,1954-03-19,1,Brasileira,SANTO ANGELO,Casado(a),7.0897,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-09-29,2.0,2011.2,2011.0,2008.1,2008.0,Zona Sul,53.0,57.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,7.0,3.5,1.37
M,1986-03-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.8012,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2005.1,2005.0,Zona Norte,18.0,24.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,2.0,6.0,7.39
M,1986-03-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.8481,laranjeiras,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,1.0,2014-05-26,1.0,2014.1,2014.0,2005.1,2005.0,Zona Sul,18.0,27.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,2.0,9.0,2.99
M,1999-03-19,1,Brasileira,TAUBATE,Solteiro(a),4.7121,iraja,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,1.0,2018-04-27,1.0,2018.1,2018.0,2017.1,2017.0,Zona Norte,17.0,18.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,4.5,1.0,20.68
M,1987-04-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.9047,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,JUB - Jubilamento,2008/1,1.0,2016-06-24,1.0,2016.1,2016.0,2013.1,2013.0,Zona Sul,25.0,28.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,2.0,3.0,2.59
M,1991-04-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.3636,turiacu,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2011-09-29,2.0,2011.2,2011.0,2011.1,2011.0,Zona Norte,19.0,20.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,1.5,0.5,20.56
M,2000-04-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.4933,jardim guanabara,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2020.1,2020.0,Zona Norte,19.0,,Ampla Concorrencia,Sem evasão,Cursando,9.5,,16.0
F,1987-05-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5862,copacabana,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2005/2,1.0,2009-09-14,2.0,2009.2,2009.0,2005.1,2005.0,Zona Sul,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.5,2.59
M,1987-05-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.482,copacabana,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2005/2,2.0,2009-08-08,2.0,2009.2,2009.0,2005.2,2005.0,Zona Sul,18.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.5,4.0,2.59
M,1997-05-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.9575,anil,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2016.2,2016.0,Zona Oeste,19.0,,Ampla Concorrencia,Sem evasão,Cursando,6.0,,17.48
F,1997-06-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.786,lins de vasconcelos,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2022-03-25,1.0,2021.1,2021.0,2017.1,2017.0,Zona Norte,19.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,4.0,12.73
M,1989-07-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.7281,freguesia,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,FAL - Falecimento do discente,2008/1,2.0,2023-06-14,1.0,2023.1,2023.0,2017.2,2017.0,Zona Oeste,27.0,33.0,Cotas,FAL - Falecimento do discente,Evasão,6.5,5.5,17.93
F,1993-07-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.5426,realengo,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2013-08-28,1.0,2013.1,2013.0,2010.2,2010.0,Zona Oeste,16.0,19.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,3.5,2.51,28.2
M,1995-07-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.9321,chacaras rio-petropolis,duque de caxias,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,1.0,2023-08-01,1.0,2023.1,2023.0,2016.1,2016.0,Baixada Fluminense,20.0,27.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,5.0,7.0,
M,1995-07-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.88,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2021.1,2021.0,Zona Sul,25.0,,Ampla Concorrencia,Sem evasão,Cursando,6.0,,2.59
F,1994-08-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.503,colégio,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2013-11-18,2.0,2013.2,2013.0,2012.2,2012.0,Zona Norte,17.0,18.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.5,1.0,21.37
M,1980-09-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5256,laranjeiras,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2018.1,2018.0,Zona Sul,37.0,,Ampla Concorrencia,Sem evasão,Cursando,8.5,,2.99
M,1987-09-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,copacabana,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,2.0,2011-07-15,1.0,2011.1,2011.0,2006.2,2006.0,Zona Sul,18.0,23.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,4.5,2.59
M,1991-09-19,1,Brasileira,BRASILIA,Solteiro(a),6.4752,botafogo,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2008/1,1.0,,,,,2015.1,2015.0,Zona Sul,23.0,,Cotas,Sem evasão,Cursando,6.5,,1.37
M,1992-09-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,colégio,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,JUB - Jubilamento,2008/1,2.0,2016-06-24,1.0,2016.1,2016.0,2015.2,2015.0,Zona Norte,22.0,23.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,0.5,21.37
M,1993-10-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.8747,centro,nova iguacu,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2019-05-20,1.0,2019.1,2019.0,2012.1,2012.0,Centro,18.0,25.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,5.0,7.0,23.57
M,1994-10-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.6453,jardim guanabara,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2018-03-28,2.0,2017.2,2017.0,2012.1,2012.0,Zona Norte,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,5.5,16.0
M,1978-11-19,1,Brasileira,POCOS DE CALDAS,Casado(a),4.16,gloria,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,JUB - Jubilamento,2008/1,1.0,2016-06-24,1.0,2016.1,2016.0,2015.1,2015.0,Centro,36.0,37.0,Cotas,JUB - Jubilamento,Evasão,4.0,1.0,4.01
M,1990-11-19,1,Brasileira,NITERÓI,Solteiro(a),3.6091,niteroi,rio de janeiro,Rio de Janeiro,VE - Vestibular,JUB - Jubilamento,2008/1,1.0,2014-05-29,1.0,2014.1,2014.0,2009.1,2009.0,Niterói/São Gonçalo,18.0,23.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,3.5,5.0,9.1
M,1991-11-19,1,Brasileira,COARI,Solteiro(a),0.0,jacarepagua,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CAN - Cancelamento Geral do curso,2008/1,2.0,2015-10-22,2.0,2015.2,2015.0,2014.2,2014.0,Zona Oeste,22.0,23.0,Cotas,CAN - Cancelamento Geral do curso,Evasão,0.0,1.0,20.9
M,2001-11-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.2,rio comprido,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2020.2,2020.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,5.09
M,2003-11-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6786,meier,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2022.1,2022.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,12.84
M,1995-12-19,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.7,meier,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,1.0,2014-07-28,2.0,2014.2,2014.0,2014.1,2014.0,Zona Norte,18.0,18.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,9.5,0.5,12.84
M,1993-01-20,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.7188,olaria,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2019-09-04,1.0,2019.1,2019.0,2012.1,2012.0,Zona Norte,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,7.0,96.6
M,1986-02-20,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.4794,engenho de dentro,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2010.1,2010.0,Zona Norte,23.0,24.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.5,1.0,14.39
